country,seasonality,month,unemployment,unemployment_rate
at,nsa,1993-01,171000,4.5
at,nsa,1993-02,175000,4.6
at,nsa,1993-03,166000,4.4
at,nsa,1993-04,157000,4.1
at,nsa,1993-05,147000,3.9
at,nsa,1993-06,134000,3.5
at,nsa,1993-07,128000,3.4
at,nsa,1993-08,130000,3.4
at,nsa,1993-09,132000,3.5
at,nsa,1993-10,141000,3.7
at,nsa,1993-11,156000,4.1
at,nsa,1993-12,169000,4.4
at,nsa,1994-01,180000,4.7
at,nsa,1994-02,180000,4.7
at,nsa,1994-03,164000,4.3
at,nsa,1994-04,152000,4
at,nsa,1994-05,143000,3.8
at,nsa,1994-06,127000,3.4
at,nsa,1994-07,120000,3.2
at,nsa,1994-08,121000,3.2
at,nsa,1994-09,125000,3.3
at,nsa,1994-10,134000,3.5
at,nsa,1994-11,148000,3.9
at,nsa,1994-12,159000,4.2
at,nsa,1995-01,172000,4.5
at,nsa,1995-02,174000,4.5
at,nsa,1995-03,160000,4.2
at,nsa,1995-04,150000,3.9
at,nsa,1995-05,141000,3.7
at,nsa,1995-06,129000,3.4
at,nsa,1995-07,123000,3.3
at,nsa,1995-08,126000,3.4
at,nsa,1995-09,129000,3.5
at,nsa,1995-10,139000,3.7
at,nsa,1995-11,157000,4.2
at,nsa,1995-12,175000,4.7
at,nsa,1996-01,193000,5.1
at,nsa,1996-02,202000,5.3
at,nsa,1996-03,193000,5.1
at,nsa,1996-04,177000,4.7
at,nsa,1996-05,159000,4.3
at,nsa,1996-06,142000,3.8
at,nsa,1996-07,134000,3.6
at,nsa,1996-08,135000,3.6
at,nsa,1996-09,137000,3.7
at,nsa,1996-10,146000,3.9
at,nsa,1996-11,160000,4.3
at,nsa,1996-12,173000,4.6
at,nsa,1997-01,190000,5
at,nsa,1997-02,196000,5.2
at,nsa,1997-03,181000,4.8
at,nsa,1997-04,168000,4.5
at,nsa,1997-05,157000,4.2
at,nsa,1997-06,144000,3.9
at,nsa,1997-07,139000,3.7
at,nsa,1997-08,141000,3.8
at,nsa,1997-09,143000,3.8
at,nsa,1997-10,154000,4.1
at,nsa,1997-11,171000,4.5
at,nsa,1997-12,187000,4.9
at,nsa,1998-01,205000,5.4
at,nsa,1998-02,214000,5.6
at,nsa,1998-03,201000,5.3
at,nsa,1998-04,184000,4.9
at,nsa,1998-05,168000,4.5
at,nsa,1998-06,153000,4.1
at,nsa,1998-07,144000,3.8
at,nsa,1998-08,142000,3.8
at,nsa,1998-09,142000,3.8
at,nsa,1998-10,148000,3.9
at,nsa,1998-11,160000,4.2
at,nsa,1998-12,172000,4.5
at,nsa,1999-01,185000,4.8
at,nsa,1999-02,190000,4.9
at,nsa,1999-03,175000,4.6
at,nsa,1999-04,158000,4.1
at,nsa,1999-05,144000,3.8
at,nsa,1999-06,129000,3.4
at,nsa,1999-07,123000,3.3
at,nsa,1999-08,125000,3.3
at,nsa,1999-09,126000,3.3
at,nsa,1999-10,133000,3.5
at,nsa,1999-11,148000,3.9
at,nsa,1999-12,164000,4.3
at,nsa,2000-01,182000,4.7
at,nsa,2000-02,190000,4.9
at,nsa,2000-03,171000,4.5
at,nsa,2000-04,148000,3.9
at,nsa,2000-05,133000,3.5
at,nsa,2000-06,119000,3.2
at,nsa,2000-07,111000,2.9
at,nsa,2000-08,110000,2.9
at,nsa,2000-09,111000,2.9
at,nsa,2000-10,116000,3.1
at,nsa,2000-11,129000,3.4
at,nsa,2000-12,141000,3.7
at,nsa,2001-01,157000,4.1
at,nsa,2001-02,164000,4.3
at,nsa,2001-03,149000,3.9
at,nsa,2001-04,135000,3.5
at,nsa,2001-05,125000,3.3
at,nsa,2001-06,117000,3.1
at,nsa,2001-07,114000,3
at,nsa,2001-08,118000,3.1
at,nsa,2001-09,123000,3.2
at,nsa,2001-10,132000,3.5
at,nsa,2001-11,150000,3.9
at,nsa,2001-12,173000,4.5
at,nsa,2002-01,196000,5
at,nsa,2002-02,203000,5.2
at,nsa,2002-03,188000,4.8
at,nsa,2002-04,170000,4.4
at,nsa,2002-05,156000,4
at,nsa,2002-06,142000,3.7
at,nsa,2002-07,136000,3.5
at,nsa,2002-08,139000,3.6
at,nsa,2002-09,141000,3.6
at,nsa,2002-10,146000,3.8
at,nsa,2002-11,158000,4.1
at,nsa,2002-12,178000,4.5
at,nsa,2003-01,197000,5
at,nsa,2003-02,199000,5.1
at,nsa,2003-03,183000,4.7
at,nsa,2003-04,165000,4.2
at,nsa,2003-05,154000,4
at,nsa,2003-06,144000,3.7
at,nsa,2003-07,141000,3.7
at,nsa,2003-08,144000,3.7
at,nsa,2003-09,148000,3.9
at,nsa,2003-10,156000,4.1
at,nsa,2003-11,170000,4.4
at,nsa,2003-12,191000,5
at,nsa,2004-01,207000,5.4
at,nsa,2004-02,207000,5.4
at,nsa,2004-03,196000,5.1
at,nsa,2004-04,191000,4.9
at,nsa,2004-05,183000,4.7
at,nsa,2004-06,183000,4.6
at,nsa,2004-07,187000,4.7
at,nsa,2004-08,193000,4.8
at,nsa,2004-09,189000,4.7
at,nsa,2004-10,188000,4.7
at,nsa,2004-11,191000,4.8
at,nsa,2004-12,209000,5.3
at,nsa,2005-01,207000,5.2
at,nsa,2005-02,208000,5.3
at,nsa,2005-03,207000,5.2
at,nsa,2005-04,217000,5.4
at,nsa,2005-05,210000,5.2
at,nsa,2005-06,205000,5.1
at,nsa,2005-07,206000,5
at,nsa,2005-08,210000,5.1
at,nsa,2005-09,202000,4.9
at,nsa,2005-10,198000,4.9
at,nsa,2005-11,200000,4.9
at,nsa,2005-12,224000,5.5
at,nsa,2006-01,231000,5.7
at,nsa,2006-02,226000,5.6
at,nsa,2006-03,215000,5.3
at,nsa,2006-04,205000,5
at,nsa,2006-05,194000,4.7
at,nsa,2006-06,183000,4.4
at,nsa,2006-07,183000,4.4
at,nsa,2006-08,184000,4.4
at,nsa,2006-09,173000,4.1
at,nsa,2006-10,176000,4.3
at,nsa,2006-11,179000,4.3
at,nsa,2006-12,198000,4.8
at,nsa,2007-01,199000,4.8
at,nsa,2007-02,192000,4.6
at,nsa,2007-03,182000,4.4
at,nsa,2007-04,191000,4.6
at,nsa,2007-05,185000,4.4
at,nsa,2007-06,184000,4.3
at,nsa,2007-07,199000,4.7
at,nsa,2007-08,205000,4.8
at,nsa,2007-09,184000,4.3
at,nsa,2007-10,169000,4
at,nsa,2007-11,161000,3.9
at,nsa,2007-12,176000,4.2
at,nsa,2008-01,188000,4.5
at,nsa,2008-02,178000,4.3
at,nsa,2008-03,159000,3.8
at,nsa,2008-04,156000,3.7
at,nsa,2008-05,142000,3.4
at,nsa,2008-06,139000,3.3
at,nsa,2008-07,155000,3.6
at,nsa,2008-08,164000,3.8
at,nsa,2008-09,159000,3.7
at,nsa,2008-10,159000,3.7
at,nsa,2008-11,162000,3.8
at,nsa,2008-12,186000,4.4
at,nsa,2009-01,195000,4.6
at,nsa,2009-02,201000,4.8
at,nsa,2009-03,194000,4.6
at,nsa,2009-04,199000,4.7
at,nsa,2009-05,197000,4.6
at,nsa,2009-06,201000,4.7
at,nsa,2009-07,220000,5.1
at,nsa,2009-08,230000,5.3
at,nsa,2009-09,216000,5
at,nsa,2009-10,200000,4.7
at,nsa,2009-11,190000,4.5
at,nsa,2009-12,211000,5
at,nsa,2010-01,207000,4.9
at,nsa,2010-02,202000,4.8
at,nsa,2010-03,186000,4.4
at,nsa,2010-04,194000,4.6
at,nsa,2010-05,186000,4.4
at,nsa,2010-06,181000,4.2
at,nsa,2010-07,185000,4.3
at,nsa,2010-08,195000,4.5
at,nsa,2010-09,193000,4.4
at,nsa,2010-10,194000,4.5
at,nsa,2010-11,199000,4.6
at,nsa,2010-12,231000,5.3
at,sa,1993-01,144000,3.8
at,sa,1993-02,145000,3.8
at,sa,1993-03,147000,3.9
at,sa,1993-04,149000,3.9
at,sa,1993-05,151000,4
at,sa,1993-06,152000,4
at,sa,1993-07,154000,4
at,sa,1993-08,154000,4.1
at,sa,1993-09,154000,4
at,sa,1993-10,154000,4
at,sa,1993-11,153000,4
at,sa,1993-12,153000,4
at,sa,1994-01,151000,4
at,sa,1994-02,148000,3.9
at,sa,1994-03,145000,3.8
at,sa,1994-04,145000,3.8
at,sa,1994-05,147000,3.9
at,sa,1994-06,145000,3.8
at,sa,1994-07,145000,3.8
at,sa,1994-08,144000,3.8
at,sa,1994-09,145000,3.8
at,sa,1994-10,146000,3.8
at,sa,1994-11,145000,3.8
at,sa,1994-12,144000,3.8
at,sa,1995-01,145000,3.8
at,sa,1995-02,143000,3.8
at,sa,1995-03,142000,3.8
at,sa,1995-04,143000,3.8
at,sa,1995-05,145000,3.8
at,sa,1995-06,147000,3.9
at,sa,1995-07,147000,3.9
at,sa,1995-08,150000,4
at,sa,1995-09,151000,4
at,sa,1995-10,153000,4.1
at,sa,1995-11,156000,4.2
at,sa,1995-12,159000,4.2
at,sa,1996-01,160000,4.3
at,sa,1996-02,163000,4.3
at,sa,1996-03,167000,4.5
at,sa,1996-04,168000,4.5
at,sa,1996-05,165000,4.4
at,sa,1996-06,162000,4.3
at,sa,1996-07,161000,4.3
at,sa,1996-08,161000,4.3
at,sa,1996-09,160000,4.3
at,sa,1996-10,160000,4.3
at,sa,1996-11,160000,4.3
at,sa,1996-12,157000,4.2
at,sa,1997-01,159000,4.2
at,sa,1997-02,159000,4.3
at,sa,1997-03,159000,4.2
at,sa,1997-04,161000,4.3
at,sa,1997-05,163000,4.4
at,sa,1997-06,164000,4.4
at,sa,1997-07,166000,4.4
at,sa,1997-08,167000,4.5
at,sa,1997-09,168000,4.5
at,sa,1997-10,170000,4.5
at,sa,1997-11,172000,4.6
at,sa,1997-12,170000,4.5
at,sa,1998-01,171000,4.5
at,sa,1998-02,173000,4.6
at,sa,1998-03,176000,4.7
at,sa,1998-04,176000,4.7
at,sa,1998-05,175000,4.6
at,sa,1998-06,175000,4.6
at,sa,1998-07,172000,4.5
at,sa,1998-08,168000,4.4
at,sa,1998-09,166000,4.4
at,sa,1998-10,164000,4.3
at,sa,1998-11,161000,4.2
at,sa,1998-12,156000,4.1
at,sa,1999-01,153000,4
at,sa,1999-02,153000,4
at,sa,1999-03,152000,4
at,sa,1999-04,151000,4
at,sa,1999-05,150000,4
at,sa,1999-06,148000,3.9
at,sa,1999-07,148000,3.9
at,sa,1999-08,148000,3.9
at,sa,1999-09,148000,3.9
at,sa,1999-10,147000,3.9
at,sa,1999-11,149000,3.9
at,sa,1999-12,149000,3.9
at,sa,2000-01,149000,3.9
at,sa,2000-02,151000,4
at,sa,2000-03,148000,3.9
at,sa,2000-04,143000,3.8
at,sa,2000-05,139000,3.7
at,sa,2000-06,137000,3.6
at,sa,2000-07,133000,3.5
at,sa,2000-08,131000,3.5
at,sa,2000-09,130000,3.4
at,sa,2000-10,129000,3.4
at,sa,2000-11,129000,3.4
at,sa,2000-12,127000,3.4
at,sa,2001-01,130000,3.4
at,sa,2001-02,131000,3.5
at,sa,2001-03,130000,3.4
at,sa,2001-04,130000,3.4
at,sa,2001-05,131000,3.5
at,sa,2001-06,135000,3.5
at,sa,2001-07,137000,3.6
at,sa,2001-08,140000,3.7
at,sa,2001-09,144000,3.7
at,sa,2001-10,148000,3.8
at,sa,2001-11,152000,3.9
at,sa,2001-12,157000,4.1
at,sa,2002-01,160000,4.1
at,sa,2002-02,161000,4.2
at,sa,2002-03,162000,4.2
at,sa,2002-04,164000,4.2
at,sa,2002-05,165000,4.2
at,sa,2002-06,164000,4.2
at,sa,2002-07,164000,4.2
at,sa,2002-08,165000,4.2
at,sa,2002-09,166000,4.2
at,sa,2002-10,163000,4.2
at,sa,2002-11,161000,4.1
at,sa,2002-12,161000,4.1
at,sa,2003-01,160000,4.1
at,sa,2003-02,159000,4.1
at,sa,2003-03,159000,4.1
at,sa,2003-04,159000,4.1
at,sa,2003-05,163000,4.2
at,sa,2003-06,167000,4.3
at,sa,2003-07,169000,4.4
at,sa,2003-08,169000,4.4
at,sa,2003-09,171000,4.4
at,sa,2003-10,171000,4.4
at,sa,2003-11,171000,4.5
at,sa,2003-12,173000,4.5
at,sa,2004-01,175000,4.6
at,sa,2004-02,178000,4.6
at,sa,2004-03,184000,4.8
at,sa,2004-04,187000,4.8
at,sa,2004-05,188000,4.8
at,sa,2004-06,192000,4.9
at,sa,2004-07,190000,4.8
at,sa,2004-08,192000,4.9
at,sa,2004-09,196000,5
at,sa,2004-10,199000,5
at,sa,2004-11,202000,5.1
at,sa,2004-12,199000,5
at,sa,2005-01,195000,4.9
at,sa,2005-02,197000,4.9
at,sa,2005-03,204000,5.1
at,sa,2005-04,213000,5.3
at,sa,2005-05,216000,5.4
at,sa,2005-06,216000,5.4
at,sa,2005-07,209000,5.2
at,sa,2005-08,207000,5.1
at,sa,2005-09,209000,5.2
at,sa,2005-10,210000,5.2
at,sa,2005-11,212000,5.2
at,sa,2005-12,212000,5.2
at,sa,2006-01,215000,5.3
at,sa,2006-02,214000,5.2
at,sa,2006-03,212000,5.2
at,sa,2006-04,201000,4.9
at,sa,2006-05,199000,4.9
at,sa,2006-06,193000,4.7
at,sa,2006-07,186000,4.5
at,sa,2006-08,181000,4.4
at,sa,2006-09,179000,4.3
at,sa,2006-10,186000,4.5
at,sa,2006-11,189000,4.6
at,sa,2006-12,187000,4.5
at,sa,2007-01,186000,4.5
at,sa,2007-02,182000,4.4
at,sa,2007-03,182000,4.4
at,sa,2007-04,188000,4.5
at,sa,2007-05,192000,4.6
at,sa,2007-06,195000,4.6
at,sa,2007-07,200000,4.7
at,sa,2007-08,199000,4.7
at,sa,2007-09,188000,4.5
at,sa,2007-10,178000,4.2
at,sa,2007-11,170000,4
at,sa,2007-12,167000,4
at,sa,2008-01,175000,4.1
at,sa,2008-02,169000,4
at,sa,2008-03,161000,3.8
at,sa,2008-04,155000,3.7
at,sa,2008-05,149000,3.5
at,sa,2008-06,148000,3.5
at,sa,2008-07,156000,3.7
at,sa,2008-08,159000,3.8
at,sa,2008-09,162000,3.8
at,sa,2008-10,166000,3.9
at,sa,2008-11,170000,4
at,sa,2008-12,178000,4.2
at,sa,2009-01,182000,4.3
at,sa,2009-02,190000,4.5
at,sa,2009-03,196000,4.6
at,sa,2009-04,200000,4.7
at,sa,2009-05,206000,4.8
at,sa,2009-06,213000,5
at,sa,2009-07,221000,5.2
at,sa,2009-08,223000,5.2
at,sa,2009-09,220000,5.1
at,sa,2009-10,211000,4.9
at,sa,2009-11,202000,4.7
at,sa,2009-12,197000,4.6
at,sa,2010-01,192000,4.5
at,sa,2010-02,191000,4.5
at,sa,2010-03,189000,4.5
at,sa,2010-04,195000,4.6
at,sa,2010-05,196000,4.6
at,sa,2010-06,194000,4.5
at,sa,2010-07,188000,4.4
at,sa,2010-08,190000,4.5
at,sa,2010-09,198000,4.6
at,sa,2010-10,205000,4.8
at,sa,2010-11,211000,4.9
at,sa,2010-12,214000,5
at,trend,1993-01,144000,3.8
at,trend,1993-02,145000,3.8
at,trend,1993-03,147000,3.9
at,trend,1993-04,149000,3.9
at,trend,1993-05,151000,4
at,trend,1993-06,152000,4
at,trend,1993-07,154000,4
at,trend,1993-08,154000,4.1
at,trend,1993-09,154000,4
at,trend,1993-10,154000,4
at,trend,1993-11,153000,4
at,trend,1993-12,153000,4
at,trend,1994-01,151000,4
at,trend,1994-02,148000,3.9
at,trend,1994-03,145000,3.8
at,trend,1994-04,145000,3.8
at,trend,1994-05,146000,3.9
at,trend,1994-06,146000,3.8
at,trend,1994-07,145000,3.8
at,trend,1994-08,145000,3.8
at,trend,1994-09,145000,3.8
at,trend,1994-10,146000,3.8
at,trend,1994-11,145000,3.8
at,trend,1994-12,144000,3.8
at,trend,1995-01,145000,3.8
at,trend,1995-02,143000,3.8
at,trend,1995-03,142000,3.8
at,trend,1995-04,143000,3.8
at,trend,1995-05,145000,3.8
at,trend,1995-06,146000,3.9
at,trend,1995-07,148000,3.9
at,trend,1995-08,150000,4
at,trend,1995-09,151000,4
at,trend,1995-10,153000,4.1
at,trend,1995-11,156000,4.2
at,trend,1995-12,159000,4.2
at,trend,1996-01,161000,4.3
at,trend,1996-02,163000,4.3
at,trend,1996-03,167000,4.5
at,trend,1996-04,168000,4.5
at,trend,1996-05,165000,4.4
at,trend,1996-06,162000,4.3
at,trend,1996-07,161000,4.3
at,trend,1996-08,161000,4.3
at,trend,1996-09,160000,4.3
at,trend,1996-10,161000,4.3
at,trend,1996-11,160000,4.3
at,trend,1996-12,159000,4.2
at,trend,1997-01,159000,4.3
at,trend,1997-02,160000,4.3
at,trend,1997-03,160000,4.3
at,trend,1997-04,161000,4.3
at,trend,1997-05,163000,4.4
at,trend,1997-06,164000,4.4
at,trend,1997-07,166000,4.4
at,trend,1997-08,167000,4.5
at,trend,1997-09,168000,4.5
at,trend,1997-10,170000,4.5
at,trend,1997-11,171000,4.6
at,trend,1997-12,170000,4.5
at,trend,1998-01,171000,4.5
at,trend,1998-02,173000,4.6
at,trend,1998-03,175000,4.7
at,trend,1998-04,176000,4.7
at,trend,1998-05,175000,4.6
at,trend,1998-06,174000,4.6
at,trend,1998-07,172000,4.5
at,trend,1998-08,169000,4.4
at,trend,1998-09,166000,4.4
at,trend,1998-10,164000,4.3
at,trend,1998-11,161000,4.2
at,trend,1998-12,156000,4.1
at,trend,1999-01,153000,4
at,trend,1999-02,153000,4
at,trend,1999-03,152000,4
at,trend,1999-04,151000,4
at,trend,1999-05,150000,3.9
at,trend,1999-06,148000,3.9
at,trend,1999-07,148000,3.9
at,trend,1999-08,148000,3.9
at,trend,1999-09,148000,3.9
at,trend,1999-10,148000,3.9
at,trend,1999-11,148000,3.9
at,trend,1999-12,147000,3.9
at,trend,2000-01,148000,3.9
at,trend,2000-02,150000,3.9
at,trend,2000-03,147000,3.9
at,trend,2000-04,143000,3.8
at,trend,2000-05,139000,3.7
at,trend,2000-06,136000,3.6
at,trend,2000-07,133000,3.5
at,trend,2000-08,131000,3.5
at,trend,2000-09,130000,3.4
at,trend,2000-10,129000,3.4
at,trend,2000-11,129000,3.4
at,trend,2000-12,128000,3.4
at,trend,2001-01,130000,3.4
at,trend,2001-02,132000,3.5
at,trend,2001-03,131000,3.4
at,trend,2001-04,130000,3.4
at,trend,2001-05,132000,3.5
at,trend,2001-06,135000,3.5
at,trend,2001-07,137000,3.6
at,trend,2001-08,140000,3.7
at,trend,2001-09,144000,3.7
at,trend,2001-10,148000,3.8
at,trend,2001-11,152000,3.9
at,trend,2001-12,157000,4.1
at,trend,2002-01,160000,4.1
at,trend,2002-02,161000,4.2
at,trend,2002-03,162000,4.2
at,trend,2002-04,164000,4.2
at,trend,2002-05,165000,4.2
at,trend,2002-06,164000,4.2
at,trend,2002-07,164000,4.2
at,trend,2002-08,165000,4.2
at,trend,2002-09,165000,4.2
at,trend,2002-10,163000,4.2
at,trend,2002-11,161000,4.1
at,trend,2002-12,161000,4.1
at,trend,2003-01,160000,4.1
at,trend,2003-02,159000,4.1
at,trend,2003-03,159000,4.1
at,trend,2003-04,160000,4.1
at,trend,2003-05,163000,4.2
at,trend,2003-06,167000,4.3
at,trend,2003-07,169000,4.3
at,trend,2003-08,169000,4.4
at,trend,2003-09,171000,4.4
at,trend,2003-10,171000,4.4
at,trend,2003-11,171000,4.5
at,trend,2003-12,173000,4.5
at,trend,2004-01,176000,4.6
at,trend,2004-02,178000,4.6
at,trend,2004-03,183000,4.7
at,trend,2004-04,186000,4.8
at,trend,2004-05,188000,4.8
at,trend,2004-06,191000,4.8
at,trend,2004-07,188000,4.8
at,trend,2004-08,188000,4.8
at,trend,2004-09,193000,4.9
at,trend,2004-10,197000,5
at,trend,2004-11,200000,5
at,trend,2004-12,199000,5
at,trend,2005-01,196000,4.9
at,trend,2005-02,196000,4.9
at,trend,2005-03,200000,5
at,trend,2005-04,207000,5.2
at,trend,2005-05,209000,5.2
at,trend,2005-06,210000,5.2
at,trend,2005-07,206000,5.1
at,trend,2005-08,204000,5.1
at,trend,2005-09,205000,5.1
at,trend,2005-10,204000,5
at,trend,2005-11,204000,5
at,trend,2005-12,204000,5
at,trend,2006-01,206000,5.1
at,trend,2006-02,207000,5.1
at,trend,2006-03,205000,5
at,trend,2006-04,199000,4.9
at,trend,2006-05,198000,4.8
at,trend,2006-06,195000,4.7
at,trend,2006-07,190000,4.6
at,trend,2006-08,186000,4.5
at,trend,2006-09,185000,4.5
at,trend,2006-10,190000,4.6
at,trend,2006-11,193000,4.6
at,trend,2006-12,192000,4.6
at,trend,2007-01,191000,4.6
at,trend,2007-02,188000,4.5
at,trend,2007-03,188000,4.5
at,trend,2007-04,191000,4.6
at,trend,2007-05,194000,4.6
at,trend,2007-06,197000,4.7
at,trend,2007-07,203000,4.8
at,trend,2007-08,203000,4.8
at,trend,2007-09,193000,4.6
at,trend,2007-10,183000,4.4
at,trend,2007-11,175000,4.2
at,trend,2007-12,174000,4.1
at,trend,2008-01,177000,4.2
at,trend,2008-02,176000,4.1
at,trend,2008-03,171000,4
at,trend,2008-04,167000,3.9
at,trend,2008-05,162000,3.8
at,trend,2008-06,162000,3.8
at,trend,2008-07,168000,3.9
at,trend,2008-08,170000,4
at,trend,2008-09,173000,4.1
at,trend,2008-10,178000,4.2
at,trend,2008-11,183000,4.3
at,trend,2008-12,187000,4.4
at,trend,2009-01,188000,4.4
at,trend,2009-02,191000,4.5
at,trend,2009-03,193000,4.5
at,trend,2009-04,196000,4.6
at,trend,2009-05,200000,4.7
at,trend,2009-06,204000,4.8
at,trend,2009-07,209000,4.9
at,trend,2009-08,210000,4.9
at,trend,2009-09,206000,4.8
at,trend,2009-10,199000,4.7
at,trend,2009-11,193000,4.5
at,trend,2009-12,191000,4.5
at,trend,2010-01,191000,4.5
at,trend,2010-02,191000,4.5
at,trend,2010-03,191000,4.5
at,trend,2010-04,194000,4.6
at,trend,2010-05,195000,4.6
at,trend,2010-06,191000,4.5
at,trend,2010-07,186000,4.4
at,trend,2010-08,187000,4.4
at,trend,2010-09,191000,4.5
at,trend,2010-10,195000,4.6
at,trend,2010-11,200000,4.6
at,trend,2010-12,201000,4.7
be,nsa,1983-01,404000-10.6
be,nsa,1983-02,402000-10.5
be,nsa,1983-03,396000-10.4
be,nsa,1983-04,389000-10.2
be,nsa,1983-05,383000-10.1
be,nsa,1983-06,380000-10
be,nsa,1983-07,402000-10.5
be,nsa,1983-08,433000-11.2
be,nsa,1983-09,444000-11.5
be,nsa,1983-10,444000-11.5
be,nsa,1983-11,438000-11.3
be,nsa,1983-12,432000-11.1
be,nsa,1984-01,428000-11
be,nsa,1984-02,422000-10.9
be,nsa,1984-03,413000-10.7
be,nsa,1984-04,402000-10.4
be,nsa,1984-05,394000-10.2
be,nsa,1984-06,389000-10.1
be,nsa,1984-07,408000-10.5
be,nsa,1984-08,440000-11.2
be,nsa,1984-09,447000-11.4
be,nsa,1984-10,441000-11.2
be,nsa,1984-11,434000-11.1
be,nsa,1984-12,425000-10.9
be,nsa,1985-01,424000-10.8
be,nsa,1985-02,419000-10.7
be,nsa,1985-03,400000-10.2
be,nsa,1985-04,383000,9.8
be,nsa,1985-05,372000,9.6
be,nsa,1985-06,362000,9.3
be,nsa,1985-07,375000,9.6
be,nsa,1985-08,400000-10.2
be,nsa,1985-09,406000-10.4
be,nsa,1985-10,405000-10.3
be,nsa,1985-11,400000-10.2
be,nsa,1985-12,400000-10.2
be,nsa,1986-01,403000-10.3
be,nsa,1986-02,398000-10.2
be,nsa,1986-03,389000,9.9
be,nsa,1986-04,380000,9.7
be,nsa,1986-05,372000,9.6
be,nsa,1986-06,367000,9.4
be,nsa,1986-07,382000,9.8
be,nsa,1986-08,401000-10.2
be,nsa,1986-09,403000-10.3
be,nsa,1986-10,406000-10.4
be,nsa,1986-11,403000-10.3
be,nsa,1986-12,401000-10.3
be,nsa,1987-01,402000-10.3
be,nsa,1987-02,393000-10.1
be,nsa,1987-03,380000,9.8
be,nsa,1987-04,370000,9.6
be,nsa,1987-05,361000,9.4
be,nsa,1987-06,354000,9.3
be,nsa,1987-07,370000,9.6
be,nsa,1987-08,388000-10
be,nsa,1987-09,388000-10
be,nsa,1987-10,385000-10
be,nsa,1987-11,379000,9.8
be,nsa,1987-12,374000,9.7
be,nsa,1988-01,372000,9.6
be,nsa,1988-02,363000,9.5
be,nsa,1988-03,350000,9.1
be,nsa,1988-04,338000,8.8
be,nsa,1988-05,326000,8.6
be,nsa,1988-06,317000,8.3
be,nsa,1988-07,331000,8.6
be,nsa,1988-08,348000,9
be,nsa,1988-09,343000,8.9
be,nsa,1988-10,333000,8.6
be,nsa,1988-11,324000,8.4
be,nsa,1988-12,319000,8.2
be,nsa,1989-01,314000,8.1
be,nsa,1989-02,304000,7.9
be,nsa,1989-03,294000,7.6
be,nsa,1989-04,282000,7.3
be,nsa,1989-05,269000,7
be,nsa,1989-06,263000,6.8
be,nsa,1989-07,276000,7.1
be,nsa,1989-08,295000,7.6
be,nsa,1989-09,294000,7.6
be,nsa,1989-10,285000,7.3
be,nsa,1989-11,278000,7.2
be,nsa,1989-12,274000,7.1
be,nsa,1990-01,272000,7
be,nsa,1990-02,265000,6.8
be,nsa,1990-03,254000,6.6
be,nsa,1990-04,244000,6.3
be,nsa,1990-05,236000,6.1
be,nsa,1990-06,231000,6
be,nsa,1990-07,248000,6.4
be,nsa,1990-08,267000,6.8
be,nsa,1990-09,267000,6.8
be,nsa,1990-10,263000,6.7
be,nsa,1990-11,259000,6.6
be,nsa,1990-12,258000,6.5
be,nsa,1991-01,257000,6.5
be,nsa,1991-02,254000,6.4
be,nsa,1991-03,247000,6.3
be,nsa,1991-04,240000,6.1
be,nsa,1991-05,234000,5.9
be,nsa,1991-06,233000,5.9
be,nsa,1991-07,249000,6.3
be,nsa,1991-08,270000,6.7
be,nsa,1991-09,274000,6.8
be,nsa,1991-10,273000,6.8
be,nsa,1991-11,272000,6.8
be,nsa,1991-12,273000,6.8
be,nsa,1992-01,276000,6.9
be,nsa,1992-02,274000,6.8
be,nsa,1992-03,269000,6.7
be,nsa,1992-04,266000,6.6
be,nsa,1992-05,263000,6.5
be,nsa,1992-06,263000,6.5
be,nsa,1992-07,282000,7
be,nsa,1992-08,304000,7.5
be,nsa,1992-09,310000,7.6
be,nsa,1992-10,310000,7.6
be,nsa,1992-11,311000,7.6
be,nsa,1992-12,317000,7.8
be,nsa,1993-01,324000,8
be,nsa,1993-02,326000,8
be,nsa,1993-03,325000,8
be,nsa,1993-04,323000,7.9
be,nsa,1993-05,322000,7.9
be,nsa,1993-06,325000,8
be,nsa,1993-07,350000,8.5
be,nsa,1993-08,379000,9.2
be,nsa,1993-09,391000,9.4
be,nsa,1993-10,392000,9.5
be,nsa,1993-11,393000,9.5
be,nsa,1993-12,398000,9.6
be,nsa,1994-01,403000,9.7
be,nsa,1994-02,404000,9.7
be,nsa,1994-03,399000,9.6
be,nsa,1994-04,394000,9.5
be,nsa,1994-05,389000,9.4
be,nsa,1994-06,385000,9.3
be,nsa,1994-07,401000,9.6
be,nsa,1994-08,425000-10.2
be,nsa,1994-09,429000-10.2
be,nsa,1994-10,423000-10.1
be,nsa,1994-11,414000,9.9
be,nsa,1994-12,411000,9.8
be,nsa,1995-01,411000,9.8
be,nsa,1995-02,408000,9.7
be,nsa,1995-03,399000,9.5
be,nsa,1995-04,389000,9.3
be,nsa,1995-05,381000,9.1
be,nsa,1995-06,377000,9
be,nsa,1995-07,396000,9.5
be,nsa,1995-08,423000-10
be,nsa,1995-09,430000-10.2
be,nsa,1995-10,428000-10.1
be,nsa,1995-11,421000-10
be,nsa,1995-12,418000,9.9
be,nsa,1996-01,422000-10
be,nsa,1996-02,419000,9.9
be,nsa,1996-03,406000,9.7
be,nsa,1996-04,396000,9.5
be,nsa,1996-05,386000,9.2
